,dif_min,temporada_alta,atraso_15,periodo_dia
370,5.0,0,0,mañana
371,-1.0,0,0,mañana
372,-8.0,0,0,mañana
373,7.0,0,0,mañana
374,-9.0,0,0,mañana
375,3.0,0,0,mañana
376,38.0,0,1,tarde
377,6.0,0,0,tarde
378,2.0,0,0,tarde
379,19.0,0,1,tarde
380,15.0,0,0,tarde
381,27.0,0,1,tarde
382,59.0,0,1,tarde
383,14.0,0,0,tarde
384,-3.0,0,0,tarde
385,14.0,0,0,tarde
386,19.0,0,1,tarde
387,5.0,0,0,tarde
388,13.0,0,0,tarde
389,19.0,0,1,tarde
390,10.0,0,0,tarde
391,37.0,0,1,tarde
392,23.0,0,1,tarde
393,11.0,0,0,tarde
394,7.0,0,0,tarde
395,15.0,0,0,tarde
396,1.0,0,0,tarde
397,15.0,0,0,tarde
398,30.0,0,1,tarde
399,22.0,0,1,tarde
400,37.0,0,1,tarde
401,12.0,0,0,tarde
402,0.0,0,0,tarde
403,6.0,0,0,tarde
404,21.0,0,1,tarde
405,-2.0,0,0,tarde
406,17.0,0,1,tarde
407,8.0,0,0,mañana
408,6.0,0,0,mañana
409,5.0,0,0,noche
410,-4.0,0,0,noche
411,-10.0,0,0,noche
412,12.0,0,0,noche
413,-2.0,0,0,noche
414,-13.0,0,0,noche
415,-12.0,0,0,noche
416,-10.0,0,0,noche
417,-14.0,0,0,noche
418,3.0,0,0,noche
419,-6.0,0,0,noche
420,-13.0,0,0,noche
421,-13.0,0,0,noche
422,-9.0,0,0,noche
423,-1.0,0,0,noche
424,3.0,0,0,noche
425,-1.0,0,0,noche
426,-12.0,0,0,noche
427,-8.0,0,0,noche
428,-14.0,0,0,noche
429,1.0,0,0,noche
430,-6.0,0,0,noche
431,-5.0,0,0,noche
432,-7.0,0,0,noche
433,-1.0,0,0,noche
434,-4.0,0,0,noche
435,-14.0,0,0,noche
436,-5.0,0,0,noche
437,32.0,0,1,mañana
438,37.0,0,1,tarde
439,10.0,0,0,tarde
440,-5.0,0,0,tarde
441,6.0,0,0,tarde
442,13.0,0,0,tarde
443,9.0,0,0,tarde
444,2.0,0,0,tarde
445,32.0,0,1,tarde
446,10.0,0,0,tarde
447,26.0,0,1,tarde
448,13.0,0,0,tarde
449,11.0,0,0,tarde
450,6.0,0,0,tarde
451,14.0,0,0,tarde
452,17.0,0,1,tarde
453,10.0,0,0,tarde
454,-4.0,0,0,tarde
455,10.0,0,0,tarde
456,9.0,0,0,tarde
457,-6.0,0,0,tarde
458,3.0,0,0,tarde
459,-3.0,0,0,tarde
460,-1.0,0,0,tarde
461,1.0,0,0,tarde
462,46.0,0,1,tarde
463,3.0,0,0,tarde
464,51.0,0,1,tarde
465,0.0,0,0,tarde
466,94.0,0,1,tarde
467,68.0,0,1,tarde
468,23.0,0,1,tarde
469,4.0,0,0,tarde
470,-1.0,0,0,tarde
471,4.0,0,0,tarde
472,-5.0,0,0,tarde
473,12.0,0,0,tarde
474,5.0,0,0,tarde
475,-6.0,0,0,tarde
476,0.0,0,0,tarde
477,-3.0,0,0,mañana
478,0.0,0,0,mañana
479,3.0,0,0,mañana
480,-1.0,0,0,mañana
481,-5.0,0,0,mañana
482,-9.0,0,0,mañana
483,-2.0,0,0,mañana
484,2.0,0,0,mañana
485,1.0,0,0,mañana
486,-2.0,0,0,mañana
487,-10.0,0,0,mañana
488,1.0,0,0,mañana
489,-1.0,0,0,mañana
490,-2.0,0,0,mañana
491,-6.0,0,0,mañana
492,8.0,0,0,mañana
493,-6.0,0,0,mañana
494,-2.0,0,0,mañana
495,4.0,0,0,mañana
496,-4.0,0,0,mañana
497,-8.0,0,0,mañana
498,-5.0,0,0,mañana
499,1.0,0,0,mañana
500,-1.0,0,0,mañana
501,-7.0,0,0,mañana
502,-3.0,0,0,mañana
503,-1.0,0,0,mañana
504,-3.0,0,0,mañana
505,-11.0,0,0,mañana
506,7.0,0,0,mañana
507,8.0,0,0,mañana
508,-3.0,0,0,tarde
509,0.0,0,0,tarde
510,-4.0,0,0,tarde
511,0.0,0,0,tarde
512,0.0,0,0,tarde
513,-12.0,0,0,tarde
514,8.0,0,0,tarde
515,24.0,0,1,tarde
516,1.0,0,0,tarde
517,-10.0,0,0,tarde
518,-9.0,0,0,tarde
519,-6.0,0,0,tarde
520,-6.0,0,0,tarde
521,6.0,0,0,tarde
522,-6.0,0,0,tarde
523,14.0,0,0,tarde
524,0.0,0,0,tarde
525,-4.0,0,0,tarde
526,-4.0,0,0,tarde
527,-10.0,0,0,tarde
528,19.0,0,1,tarde
529,-2.0,0,0,tarde
530,-8.0,0,0,tarde
531,3.0,0,0,tarde
532,-4.0,0,0,tarde
533,-4.0,0,0,tarde
534,-1.0,0,0,tarde
535,10.0,0,0,tarde
536,-9.0,0,0,tarde
537,3.0,0,0,tarde
538,0.0,0,0,tarde
539,-6.0,0,0,noche
540,-6.0,0,0,noche
541,-7.0,0,0,noche
542,-9.0,0,0,noche
543,-4.0,0,0,noche
544,4.0,0,0,noche
545,-2.0,0,0,noche
546,32.0,0,1,noche
547,-8.0,0,0,noche
548,3.0,0,0,noche
549,-9.0,0,0,noche
550,-11.0,0,0,noche
551,-6.0,0,0,noche
552,-13.0,0,0,noche
553,-10.0,0,0,noche
554,-12.0,0,0,noche
555,2.0,0,0,noche
556,-14.0,0,0,noche
557,-10.0,0,0,noche
558,-8.0,0,0,noche
559,-4.0,0,0,noche
560,-14.0,0,0,noche
561,-4.0,0,0,noche
562,-6.0,0,0,noche
563,-2.0,0,0,noche
564,-8.0,0,0,noche
565,-10.0,0,0,noche
566,0.0,0,0,noche
567,8.0,0,0,mañana
568,-7.0,0,0,mañana
569,4.0,0,0,mañana
570,15.0,0,0,mañana
571,-3.0,0,0,mañana
572,6.0,0,0,mañana
573,57.0,0,1,mañana
574,8.0,0,0,mañana
575,26.0,0,1,mañana
576,-1.0,0,0,mañana
577,-5.0,0,0,mañana
578,-2.0,0,0,mañana
579,4.0,0,0,mañana
580,-8.0,0,0,mañana
581,9.0,0,0,mañana
582,2.0,0,0,mañana
583,2.0,0,0,mañana
584,4.0,0,0,mañana
585,-10.0,0,0,mañana
586,-1.0,0,0,mañana
587,6.0,0,0,mañana
588,1.0,0,0,mañana
589,0.0,0,0,mañana
590,-7.0,0,0,mañana
591,7.0,0,0,mañana
592,-2.0,0,0,noche
593,3.0,0,0,noche
594,-3.0,0,0,noche
595,-1.0,0,0,noche
596,4.0,0,0,noche
597,4.0,0,0,noche
598,1.0,0,0,noche
599,-4.0,0,0,noche
600,16.0,0,1,noche
601,4.0,0,0,noche
602,4.0,0,0,noche
603,0.0,0,0,noche
604,16.0,0,1,noche
605,4.0,0,0,noche
606,-4.0,0,0,noche
607,0.0,0,0,noche
608,0.0,0,0,noche
609,9.0,0,0,noche
610,6.0,0,0,noche
611,-7.0,0,0,noche
612,-7.0,0,0,noche
613,-7.0,0,0,noche
614,-1.0,0,0,noche
615,-2.0,0,0,noche
616,8.0,0,0,noche
617,-12.0,0,0,noche
618,-6.0,0,0,noche
619,0.0,0,0,noche
620,1.0,0,0,noche
621,-4.0,0,0,noche
622,6.0,0,0,noche
623,-3.0,0,0,noche
624,-8.0,0,0,noche
625,-5.0,0,0,noche
626,-3.0,0,0,noche
627,-3.0,0,0,noche
628,7.0,0,0,noche
629,58.0,0,1,noche
630,24.0,0,1,noche
631,6.0,0,0,noche
632,13.0,0,0,noche
633,-3.0,0,0,noche
634,-1.0,0,0,noche
635,0.0,0,0,noche
636,-8.0,0,0,noche
637,2.0,0,0,noche
638,-5.0,0,0,noche
639,2.0,0,0,noche
640,-3.0,0,0,noche
641,-8.0,0,0,noche
642,-8.0,0,0,noche
643,0.0,0,0,noche
644,0.0,0,0,noche
645,-14.0,0,0,noche
646,-5.0,0,0,noche
647,-10.0,0,0,noche
648,1.0,0,0,noche
649,-2.0,0,0,noche
650,8.0,0,0,noche
651,5.0,0,0,noche
652,15.0,0,0,mañana
653,-4.0,0,0,noche
654,-6.0,0,0,noche
655,-2.0,0,0,noche
656,-3.0,0,0,noche
657,-1.0,0,0,noche
658,40.0,0,1,mañana
659,-6.0,0,0,noche
660,-5.0,0,0,noche
661,-4.0,0,0,noche
662,-9.0,0,0,noche
663,16.0,0,1,noche
664,3.0,0,0,noche
665,-4.0,0,0,noche
666,-8.0,0,0,noche
667,1.0,0,0,noche
668,0.0,0,0,noche
669,18.0,0,1,noche
670,-1.0,0,0,noche
671,-1.0,0,0,noche
672,-2.0,0,0,noche
673,-4.0,0,0,noche
674,2.0,0,0,noche
675,50.0,0,1,noche
676,-4.0,0,0,noche
677,14.0,0,0,noche
678,-4.0,0,0,noche
679,0.0,0,0,noche
680,1.0,0,0,noche
681,72.0,0,1,noche
682,20.0,0,1,noche
683,5.0,0,0,noche
684,13.0,0,0,mañana
685,-10.0,0,0,mañana
686,-6.0,0,0,mañana
687,3.0,0,0,mañana
688,-9.0,0,0,mañana
689,18.0,0,1,mañana
690,-9.0,0,0,mañana
691,-10.0,0,0,mañana
692,-13.0,0,0,mañana
693,-7.0,0,0,mañana
694,-5.0,0,0,mañana
695,-3.0,0,0,mañana
696,-13.0,0,0,mañana
697,30.0,0,1,mañana
698,-10.0,0,0,mañana
699,0.0,0,0,mañana
700,4.0,0,0,mañana
701,-8.0,0,0,mañana
702,-8.0,0,0,mañana
703,-6.0,0,0,mañana
704,-9.0,0,0,mañana
705,-8.0,0,0,mañana
706,-14.0,0,0,mañana
707,-7.0,0,0,mañana
708,-11.0,0,0,mañana
709,6.0,0,0,tarde
710,40.0,0,1,tarde
711,29.0,0,1,tarde
712,15.0,0,0,tarde
713,51.0,0,1,tarde
714,34.0,0,1,tarde
715,28.0,0,1,tarde
716,32.0,0,1,tarde
717,41.0,0,1,tarde
718,138.0,0,1,tarde
719,38.0,0,1,tarde
720,27.0,0,1,tarde
721,33.0,0,1,tarde
722,57.0,0,1,tarde
723,7.0,0,0,tarde
724,10.0,0,0,tarde
725,37.0,0,1,tarde
726,38.0,0,1,tarde
727,34.0,0,1,tarde
728,25.0,0,1,tarde
729,15.0,0,0,tarde
730,8.0,0,0,tarde
731,4.0,0,0,tarde
732,-1.0,0,0,tarde
733,42.0,0,1,tarde
734,7.0,0,0,tarde
735,13.0,0,0,tarde
736,8.0,0,0,tarde
737,-5.0,0,0,tarde
738,47.0,0,1,tarde
739,33.0,0,1,tarde
740,-9.0,0,0,noche
741,13.0,0,0,noche
742,47.0,0,1,noche
743,17.0,0,1,noche
744,-10.0,0,0,noche
745,54.0,0,1,noche
746,2.0,0,0,noche
747,-3.0,0,0,noche
748,-3.0,0,0,noche
749,9.0,0,0,noche
750,14.0,0,0,noche
751,6.0,0,0,noche
752,1.0,0,0,noche
753,-2.0,0,0,noche
754,0.0,0,0,noche
755,-8.0,0,0,noche
756,-8.0,0,0,noche
757,-8.0,0,0,noche
758,-6.0,0,0,noche
759,1.0,0,0,noche
760,-4.0,0,0,noche
761,-2.0,0,0,tarde
762,9.0,0,0,tarde
763,-2.0,0,0,tarde
764,4.0,0,0,tarde
765,15.0,0,0,tarde
766,1.0,0,0,tarde
767,2.0,0,0,tarde
768,7.0,0,0,tarde
769,-11.0,0,0,tarde
770,15.0,0,0,tarde
771,0.0,0,0,tarde
772,2.0,0,0,tarde
773,4.0,0,0,tarde
774,3.0,0,0,tarde
775,19.0,0,1,tarde
776,39.0,0,1,tarde
777,3.0,0,0,tarde
778,12.0,0,0,tarde
779,17.0,0,1,tarde
780,65.0,0,1,tarde
781,4.0,0,0,tarde
782,6.0,0,0,tarde
783,9.0,0,0,tarde
784,6.0,0,0,tarde
785,27.0,0,1,tarde
786,2.0,0,0,tarde
787,3.0,0,0,tarde
788,-7.0,0,0,tarde
789,-3.0,0,0,tarde
790,4.0,0,0,tarde
791,15.0,0,0,tarde
792,-1.0,0,0,tarde
793,-13.0,0,0,tarde
794,-4.0,0,0,tarde
795,1.0,0,0,tarde
796,-2.0,0,0,tarde
797,-6.0,0,0,tarde
798,23.0,0,1,tarde
799,-4.0,0,0,tarde
800,2.0,0,0,tarde
801,15.0,0,0,tarde
802,2.0,0,0,tarde
803,29.0,0,1,tarde
804,3.0,0,0,tarde
805,0.0,0,0,tarde
806,1.0,0,0,tarde
807,11.0,0,0,tarde
808,-4.0,0,0,tarde
809,-8.0,0,0,tarde
810,3.0,0,0,tarde
811,23.0,0,1,tarde
812,25.0,0,1,tarde
813,21.0,0,1,tarde
814,-3.0,0,0,mañana
815,5.0,0,0,mañana
816,0.0,0,0,mañana
817,24.0,0,1,mañana
818,8.0,0,0,mañana
819,1.0,0,0,mañana
820,15.0,0,0,mañana
821,6.0,0,0,mañana
822,12.0,0,0,mañana
823,11.0,0,0,mañana
824,6.0,0,0,mañana
825,1.0,0,0,mañana
826,11.0,0,0,mañana
827,13.0,0,0,mañana
828,23.0,0,1,mañana
829,5.0,0,0,mañana
830,15.0,0,0,mañana
831,14.0,0,0,mañana
832,11.0,0,0,mañana
833,-2.0,0,0,mañana
834,10.0,0,0,mañana
835,12.0,0,0,mañana
836,6.0,0,0,mañana
837,14.0,0,0,mañana
838,64.0,0,1,mañana
839,2.0,0,0,mañana
840,9.0,0,0,mañana
841,10.0,0,0,mañana
842,29.0,0,1,mañana
843,8.0,0,0,mañana
844,10.0,0,0,mañana
845,81.0,0,1,tarde
846,37.0,0,1,tarde
847,88.0,0,1,tarde
848,96.0,0,1,tarde
849,32.0,0,1,tarde
850,56.0,0,1,tarde
851,39.0,0,1,tarde
852,32.0,0,1,tarde
853,34.0,0,1,tarde
854,41.0,0,1,tarde
855,9.0,0,0,tarde
856,126.0,0,1,tarde
857,22.0,0,1,tarde
858,18.0,0,1,tarde
859,26.0,0,1,tarde
860,16.0,0,1,tarde
861,37.0,0,1,tarde
862,61.0,0,1,tarde
863,69.0,0,1,tarde
864,31.0,0,1,tarde
865,4.0,0,0,noche
866,0.0,0,0,noche
867,-5.0,0,0,noche
868,-3.0,0,0,noche
869,-2.0,0,0,noche
870,-2.0,0,0,noche
871,-5.0,0,0,noche
872,7.0,0,0,noche
873,3.0,0,0,noche
874,13.0,0,0,noche
875,0.0,0,0,noche
876,3.0,0,0,noche
877,0.0,0,0,noche
878,4.0,0,0,noche
879,-1.0,0,0,noche
880,-6.0,0,0,noche
881,11.0,0,0,noche
882,-4.0,0,0,noche
883,-7.0,0,0,noche
884,8.0,0,0,noche
885,-6.0,0,0,noche
886,3.0,0,0,noche
887,2.0,0,0,noche
888,-6.0,0,0,noche
889,-4.0,0,0,noche
890,-3.0,0,0,noche
891,-14.0,0,0,noche
892,-4.0,0,0,noche
893,-12.0,0,0,noche
894,-11.0,0,0,noche
895,15.0,0,0,tarde
896,5.0,0,0,tarde
897,9.0,0,0,tarde
898,8.0,0,0,tarde
899,33.0,0,1,tarde
900,16.0,0,1,tarde
901,25.0,0,1,tarde
902,7.0,0,0,tarde
903,7.0,0,0,tarde
904,6.0,0,0,tarde
905,6.0,0,0,tarde
906,50.0,0,1,mañana
907,7.0,0,0,tarde
908,5.0,0,0,tarde
909,7.0,0,0,tarde
910,8.0,0,0,tarde
911,-4.0,0,0,tarde
912,1.0,0,0,tarde
913,15.0,0,0,tarde
914,7.0,0,0,tarde
915,68.0,0,1,tarde
916,14.0,0,0,tarde
917,4.0,0,0,tarde
918,14.0,0,0,tarde
919,11.0,0,0,tarde
920,15.0,0,0,tarde
921,2.0,0,0,tarde
922,10.0,0,0,tarde
923,4.0,0,0,tarde
924,-1.0,0,0,tarde
925,17.0,0,1,tarde
926,2.0,0,0,tarde
927,0.0,0,0,tarde
928,7.0,0,0,tarde
929,-1.0,0,0,tarde
930,13.0,0,0,tarde
931,-3.0,0,0,tarde
932,-2.0,0,0,tarde
933,-2.0,0,0,tarde
934,8.0,0,0,tarde
935,8.0,0,0,tarde
936,10.0,0,0,noche
937,-3.0,0,0,noche
938,11.0,0,0,noche
939,0.0,0,0,noche
940,9.0,0,0,noche
941,1.0,0,0,noche
942,-3.0,0,0,noche
943,7.0,0,0,noche
944,12.0,0,0,noche
945,14.0,0,0,noche
946,9.0,0,0,noche
947,-2.0,0,0,noche
948,-3.0,0,0,noche
949,3.0,0,0,noche
950,1.0,0,0,noche
951,2.0,0,0,noche
952,6.0,0,0,tarde
953,13.0,0,0,tarde
954,15.0,0,0,tarde
955,-3.0,0,0,tarde
956,88.0,0,1,tarde
957,0.0,0,0,tarde
958,13.0,0,0,tarde
959,13.0,0,0,tarde
960,5.0,0,0,tarde
961,7.0,0,0,tarde
962,2.0,0,0,tarde
963,14.0,0,0,tarde
964,7.0,0,0,tarde
965,12.0,0,0,tarde
966,1.0,0,0,tarde
967,57.0,0,1,tarde
968,26.0,0,1,tarde
969,34.0,0,1,tarde
970,7.0,0,0,tarde
971,4.0,0,0,tarde
972,3.0,0,0,tarde
973,10.0,0,0,tarde
974,10.0,0,0,tarde
975,0.0,0,0,tarde
976,22.0,0,1,tarde
977,5.0,0,0,tarde
978,7.0,0,0,tarde
979,5.0,0,0,tarde
980,10.0,0,0,tarde
981,-4.0,0,0,tarde
982,1.0,0,0,tarde
983,-3.0,0,0,noche
984,-2.0,0,0,noche
985,10.0,0,0,noche
986,6.0,0,0,noche
987,19.0,0,1,noche
988,2.0,0,0,noche
989,9.0,0,0,noche
990,2.0,0,0,noche
991,12.0,0,0,noche
992,3.0,0,0,noche
993,-1.0,0,0,noche
994,-2.0,0,0,noche
995,2.0,0,0,noche
996,-2.0,0,0,noche
997,7.0,0,0,noche
998,8.0,0,0,noche
